status,slug,title,url,category,pub_date,author,html_built,gsc_clicks,gsc_impressions,gsc_ctr_pct,gsc_avg_position,log_googlebot,log_gptbot,log_oai_searchbot,log_claudebot,log_perplexitybot,log_gemini,log_mistral,log_ai_total,recommendation,redirect_target,reason,your_decision,your_notes
NEW,sales-automation-account-based-selling,3 Ways Sales Automation Helps ABM Selling,https://overloop.com/blog/sales-automation-account-based-selling,sales,Wed Jan 02 2019,,,0,6,0,13.7,0,0,0,0,0,0,0,0,301-KILL,/blog,"6 impr, 0 clicks",,
NEW,store,Store,https://overloop.com/blog/store,sales,Mon Oct 05 2020,,,0,6,0,6.5,4,1,1,2,0,0,0,4,301-KILL,/blog,Product update — obsolete.,,
NEW,why-are-we-starting-this-blog,Why Are We Starting This Blog?,https://overloop.com/blog/why-are-we-starting-this-blog,sales,Mon May 15 2017,forster-perelsztejn,,0,6,0,5.2,10,0,0,1,0,0,0,1,301-KILL,/blog,Product update — obsolete.,,
NEW,sales-strategies-analyse-the-prospects-that-turn-you-down,Analyze Prospects That Turn You Down,https://overloop.com/blog/sales-strategies-analyse-the-prospects-that-turn-you-down,sales,Mon Nov 02 2020,alexandra-tallon,,0,1,0,16,3,1,1,1,0,0,0,3,301-KILL,/blog,"1 impr, 0 clicks",,
NEW,best-lead-generation-tools,Best Lead Generation Tools: 10 Picks for B2B Teams,https://overloop.com/blog/best-lead-generation-tools,sales,Fri Apr 10 2026,jazmin-villarino,,0,0,0,,0,0,0,0,0,0,0,0,301-KILL,/blog,Zero GSC impressions,,
NEW,how-to-use-an-ai-sales-assistant-the-b2b-sales-team-s-step-by-step-guide,How to Use an AI Sales Assistant (B2B Guide),https://overloop.com/blog/how-to-use-an-ai-sales-assistant-the-b2b-sales-team-s-step-by-step-guide,ai,Sun Oct 19 2025,,,0,0,0,,0,0,0,0,0,0,0,0,301-KILL,/blog,Zero GSC impressions,,
NEW,how-long-build-sales-process,The One Thing Sales Books Never Mention,https://overloop.com/blog/how-long-build-sales-process,sales,Mon Jan 15 2018,forster-perelsztejn,,0,0,0,,0,0,0,0,0,0,0,0,301-KILL,/blog,Zero GSC impressions,,
TRIAGED,the-ultimate-guide-to-linkedin-automation-boost-b2b-sales-in-2025,LinkedIn Automation Guide: Tools & Safety,https://overloop.com/blog/the-ultimate-guide-to-linkedin-automation-boost-b2b-sales-in-2025,sales,Thu Jun 19 2025,vincenzo-ruggiero,,12,24870,0.05,8.5,10,729,1,1,90,0,0,821,MIGRATE,KEEP URL,"4.5K impressions, 241 keywords. Solid guide. Links to LinkedIn spoke + linkedin-helper-review.",,
TRIAGED,best-practices-for-links-in-your-emails,Best Practices for Links In Your Emails,https://overloop.com/blog/best-practices-for-links-in-your-emails,sales,Fri Aug 28 2020,vincenzo-ruggiero,,87,18159,0.48,5.3,27,175,1,1,36,0,0,213,MIGRATE,KEEP URL,"6 clicks, pos 8.5, good CTR. Niche but on-topic. Migrate as-is, add internal links.",,
TRIAGED,know-prospect-find,Who to Prospect and Where to Find Them,https://overloop.com/blog/know-prospect-find,sales,Wed Oct 24 2018,forster-perelsztejn,,13,8131,0.16,11.7,16,14,1,1,0,0,0,16,MIGRATE,KEEP URL,"Pos 4 Ahrefs, 4 ref domains. Low volume but ranks well. Keep.",,
TRIAGED,7-reasons-emails-bounce,7 Reasons Emails Bounce And How to Avoid It,https://overloop.com/blog/7-reasons-emails-bounce,sales,Tue Sep 05 2017,forster-perelsztejn,,11,7736,0.14,9.0,10,16,1,3,2,0,0,22,MIGRATE,KEEP URL,"3 backlink domains, on-topic for deliverability. Light refresh.",,
TRIAGED,top-8-sales-prospecting-tools-for-small-business-teams,8 Best Prospecting Tools for SMBs (Free & Paid),https://overloop.com/blog/top-8-sales-prospecting-tools-for-small-business-teams,sales,Wed Feb 05 2025,vincenzo-ruggiero,,11,7669,0.14,16.9,4,49,1,3,0,0,0,53,MIGRATE,KEEP URL,3.6K impressions. Absorbs 301 from 7-ai-sales-prospecting-tools. On-topic.,,
TRIAGED,5-main-steps-for-an-effective-cold-email-marketing-strategy,5 Main Steps for an Effective Cold Email Marketing Strategy,https://overloop.com/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,sales,Tue Feb 22 2022,vincenzo-ruggiero,,12,5414,0.22,11.4,9,20,1,2,2,0,0,25,MIGRATE,KEEP URL,"3.2K impressions. Absorbs all 'cold email tips/rules/checklist' 301s. Light refresh, add internal links to cluster.",,
TRIAGED,9-best-ai-agent-tools-for-sales,9 Best AI Agent Tools for Sales,https://overloop.com/blog/9-best-ai-agent-tools-for-sales,sales,Mon Sep 09 2024,,,6,20299,0.03,32.6,14,18,1,2,1,0,0,22,301-CONSOLIDATE,/blog/11-best-ai-bdr-tools,"14.9K impressions but cannibalizes BDR spoke. 'AI agent' = 'AI BDR' in 2026. Merge content into bdr-tools page, then 301.",,
TRIAGED,9-best-ai-multichannel-outreach-tools,9 Best AI Multichannel Outreach Tools,https://overloop.com/blog/9-best-ai-multichannel-outreach-tools,ai,Wed Mar 13 2024,,,8,15132,0.05,9.5,21,73,0,1,30,0,0,104,301-CONSOLIDATE,/blog/9-best-ai-email-outreach-tools,5.7K impressions. Multichannel ≈ email + LinkedIn. Content absorbed into email spoke.,,
TRIAGED,10-best-ai-sales-assistant-tools,10 Best AI Sales Assistant Tools,https://overloop.com/blog/10-best-ai-sales-assistant-tools,ai,Thu Sep 12 2024,,,9,11782,0.08,22.6,2,111,1,2,2,0,0,116,301-CONSOLIDATE,/blog/best-ai-sales-tools,Becomes the hub URL's feeder. 5.9K impressions flow to new hub page.,,
TRIAGED,7-ai-sales-prospecting-tools-that-boost-lead-generation,7 AI Sales Prospecting Tools for Lead Gen,https://overloop.com/blog/7-ai-sales-prospecting-tools-that-boost-lead-generation,sales,Mon Jan 20 2025,vincenzo-ruggiero,,8,5239,0.15,16.5,6,60,2,1,2,0,0,65,301-CONSOLIDATE,/blog/top-8-sales-prospecting-tools-for-small-business-teams,Cannibalizes with top-8-prospecting-tools. Merge.,,
TRIAGED,linkedin-vs-email-which-performs-better-for-b2b-outreach,LinkedIn vs Email for B2B Outreach (2025),https://overloop.com/blog/linkedin-vs-email-which-performs-better-for-b2b-outreach,sales,Thu Dec 26 2024,,,30,25186,0.12,6.7,12,630,1,3,13,0,0,647,301-KILL,/blog/8-best-ai-linkedin-outreach-tools,301 to LinkedIn spoke.,,
TRIAGED,pre-call-planning,Master Pre-Call Planning for Better Sales,https://overloop.com/blog/pre-call-planning,sales,Tue Mar 12 2024,vincenzo-ruggiero,,9,9949,0.09,6.9,19,30,0,2,1,0,0,33,301-KILL,/blog,4.8K impressions but pos 49 and off-topic for outbound automation. 301 to blog.,,
TRIAGED,how-to-write-a-successful-follow-up-email,How to Write a Follow-Up Email That Works,https://overloop.com/blog/how-to-write-a-successful-follow-up-email,sales,Wed Mar 09 2022,vincenzo-ruggiero,,11,7589,0.14,22.7,12,55,4,2,1,0,0,62,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Good slug but pos 82.5. Too deep to recover. Consolidate.,,
TRIAGED,11-best-linkedin-automation-tools-to-accelerate-your-b2b-outreach-in-2025-6b690,11 Best LinkedIn Automation Tools (2025),https://overloop.com/blog/11-best-linkedin-automation-tools-to-accelerate-your-b2b-outreach-in-2025-6b690,,Thu Dec 11 2025,,,4,7042,0.06,7.1,9,123,1,1,30,0,0,155,301-KILL,/blog/the-ultimate-guide-to-linkedin-automation-boost-b2b-sales-in-2025,Ugly hash slug. Cannibalizes with LinkedIn automation guide. 301 there.,,
TRIAGED,10-pro-tips-avoid-spam-folder,10 Pro Tips to Avoid the Spam Folder,https://overloop.com/blog/10-pro-tips-avoid-spam-folder,sales,Fri May 19 2017,forster-perelsztejn,,5,7025,0.07,22.4,23,7,3,2,2,0,0,14,301-KILL,/blog/455-email-spam-trigger-words-avoid-2018,5.8K impressions but pos 76. Related to spam. 301 to spam trigger words page.,,
TRIAGED,inside-sales-outside-sales,Inside Sales vs Outside Sales: Which Is Best?,https://overloop.com/blog/inside-sales-outside-sales,sales,Tue May 15 2018,forster-perelsztejn,,3,5993,0.05,25.9,7,15,1,2,0,0,0,18,301-KILL,/blog,Vol 450 KD 5 but off-topic for outbound automation. Not worth rewriting.,,
TRIAGED,10-best-practices-for-multi-channel-sales-campaigns,10 Multi-Channel Sales Campaign Best Practices,https://overloop.com/blog/10-best-practices-for-multi-channel-sales-campaigns,sales,Mon Jan 27 2025,vincenzo-ruggiero,,3,5619,0.05,9.1,11,41,2,2,0,0,0,45,301-KILL,/blog/9-best-ai-email-outreach-tools,Cannibalizes with email spoke (which absorbed multichannel). 301 there.,,
TRIAGED,9-reasons-never-buy-email-lists,9 Reasons Why You Should Never Buy Email Lists,https://overloop.com/blog/9-reasons-never-buy-email-lists,sales,Tue Jun 27 2017,forster-perelsztejn,,8,4720,0.17,11.4,29,60,2,1,4,0,0,67,301-KILL,/blog/cold-email-illegal,Related to email legality. 301 to cold-email-illegal.,,
TRIAGED,10-favourite-sales-movies,10 Top Salespeople's Favourite Sales Movies,https://overloop.com/blog/10-favourite-sales-movies,sales,Mon Oct 09 2017,forster-perelsztejn,,30,4715,0.64,7.8,5,44,1,1,0,0,0,46,301-KILL,/blog,OFF-TOPIC per all 4 experts. Sales movies ≠ outbound sales automation. 301 to blog index.,,
TRIAGED,perfect-follow-up-email-campaign,How to Write the Perfect Follow-up Email Sequence [Blueprint],https://overloop.com/blog/perfect-follow-up-email-campaign,sales,Wed Mar 28 2018,forster-perelsztejn,,13,4081,0.32,9.1,16,113,1,1,4,0,0,119,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Same topic. Consolidate.,,
TRIAGED,6-reasons-sales-process-broken,6 Reasons Why Your Sales Process is Broken,https://overloop.com/blog/6-reasons-sales-process-broken,sales,Wed Feb 07 2018,forster-perelsztejn,,7,3014,0.23,8.6,33,23,0,1,0,0,0,24,301-KILL,/blog,Generic sales content. 301 to blog.,,
TRIAGED,ethics-of-ai-in-sales-key-challenges,Is AI in Sales Ethical? The 2025 Guidelines,https://overloop.com/blog/ethics-of-ai-in-sales-key-challenges,sales,Mon Feb 10 2025,vincenzo-ruggiero,,1,2889,0.03,7.3,13,19,1,2,3,0,0,25,301-KILL,/blog/best-ai-sales-tools,Has Substack DR93 backlink but zero traction. Off-topic. 301 to AI tools hub to capture backlink juice.,,
TRIAGED,increase-saas-sales-growth-system,Increase SaaS Sales With a Growth System,https://overloop.com/blog/increase-saas-sales-growth-system,sales,Wed Mar 18 2026,jazmin-villarino,,0,2463,0,6.3,3,198,4,2,84,0,0,288,301-KILL,/blog,"Low volume, zero traction. 301 to blog.",,
TRIAGED,overloop-ai-the-future-of-sales,Overloop AI: The Future of Sales is Here!,https://overloop.com/blog/overloop-ai-the-future-of-sales,overloop,Wed Aug 28 2024,vincenzo-ruggiero,,2,2460,0.08,4.3,28,22,2,2,1,0,0,27,301-KILL,/blog,Fluff content. No SEO value. 301 → blog index.,,
TRIAGED,overloop-vs-instantly,Overloop vs Instantly,https://overloop.com/blog/overloop-vs-instantly,sales,Sun Sep 01 2024,,,2,1838,0.11,5.2,8,16,0,2,0,0,0,18,301-KILL,/blog/apollo-alternatives,Zero traction. Nobody searches 'overloop vs Instantly'. 301 to alternatives page.,,
TRIAGED,17-sentences-never-use-sales-email,17 Sentences to Never Use in a Sales Email,https://overloop.com/blog/17-sentences-never-use-sales-email,sales,Wed Dec 13 2017,forster-perelsztejn,,16,1802,0.89,8.0,47,3,1,1,0,0,0,5,301-KILL,/blog/500-trigger-words,Related copywriting topic. 301 to trigger words.,,
TRIAGED,automations,Automations,https://overloop.com/blog/automations,overloop,Mon Aug 31 2020,carina-gotovcenco,,4,1468,0.27,4.3,21,14,1,1,0,0,0,16,301-KILL,/blog,Product feature page. 301 to blog.,,
TRIAGED,ab-testing-email-drip-campaigns,Our Guide to A/B Testing Email Drip Campaigns,https://overloop.com/blog/ab-testing-email-drip-campaigns,sales,Thu Jul 13 2017,forster-perelsztejn,,4,1448,0.28,8.2,6,8,2,1,2,0,0,13,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Consolidate.,,
TRIAGED,kickstart-sales-career-2,How to Kickstart Your Sales Career,https://overloop.com/blog/kickstart-sales-career-2,sales,Mon Dec 18 2017,forster-perelsztejn,,8,1358,0.59,10.6,9,10,0,1,0,0,0,11,301-KILL,/blog,Person name ranking. Not a topic. 301 to blog.,,
TRIAGED,overloop-vs-apollo,Overloop vs Apollo,https://overloop.com/blog/overloop-vs-apollo,sales,Wed Sep 11 2024,,,2,1334,0.15,7.5,7,21,0,1,0,0,0,22,301-KILL,/blog/apollo-alternatives,Zero traction. Nobody searches 'overloop vs Apollo'. 301 to alternatives page.,,
TRIAGED,the-ultimate-guide-to-b2b-sales-automation-solutions-in-2025,B2B Sales Automation Solutions Guide (2025),https://overloop.com/blog/the-ultimate-guide-to-b2b-sales-automation-solutions-in-2025,sales,Sun Apr 27 2025,vincenzo-ruggiero,,0,1253,0,6.4,0,0,0,0,0,0,0,0,301-KILL,/blog/best-ai-sales-tools,Good slug keyword but no traction. 301 to AI tools hub.,,
TRIAGED,how-to-master-sales-prospecting-with-overloop-s-automation-tools,Master Sales Prospecting With Automation,https://overloop.com/blog/how-to-master-sales-prospecting-with-overloop-s-automation-tools,sales,Mon May 12 2025,vincenzo-ruggiero,,2,1142,0.18,8.0,6,34,1,1,1,0,0,37,301-KILL,/blog/top-8-sales-prospecting-tools-for-small-business-teams,Brand-centric slug. 301 to prospecting tools.,,
TRIAGED,boost-sales-motivation,Why Salespeople Should NOT Obsess Over Results,https://overloop.com/blog/boost-sales-motivation,sales,Mon Jan 01 2018,forster-perelsztejn,,3,1048,0.29,15.5,4,7,1,2,0,0,0,10,301-KILL,/blog,Ranked for person name 'carson heady'. Not a real topic. 301 to blog.,,
TRIAGED,7-cold-email-subject-lines,7 Subject Lines That Generated $720k ARR,https://overloop.com/blog/7-cold-email-subject-lines,sales,Mon Oct 16 2017,forster-perelsztejn,,2,871,0.23,19.6,4,3,1,2,0,0,0,6,301-KILL,/blog/500-trigger-words,Related topic. Pos 81. 301 to reframed trigger words page.,,
TRIAGED,overloop-joins-sortlist,Overloop Joins Forces with Sortlist,https://overloop.com/blog/overloop-joins-sortlist,,Wed Dec 10 2025,vincenzo-ruggiero,,15,832,1.8,6.6,9,16,1,2,0,0,0,19,301-KILL,/blog,Company news. No SEO value. 301 → blog index.,,
TRIAGED,sales-appointment-setting,Sales Appointment Setting: Book More Meetings,https://overloop.com/blog/sales-appointment-setting,sales,Fri Mar 27 2026,jazmin-villarino,,0,629,0,6.7,8,143,2,1,20,0,0,166,301-KILL,/blog/top-8-sales-prospecting-tools-for-small-business-teams,Related to prospecting. 301 to prospecting tools.,,
TRIAGED,how-ai-email-writer-technology-transforms-cold-outreach-a-case-study-on-overloop,AI Email Writer for Cold Outreach [Study],https://overloop.com/blog/how-ai-email-writer-technology-transforms-cold-outreach-a-case-study-on-overloop,sales,Wed May 14 2025,vincenzo-ruggiero,,0,591,0,7.0,4,48,3,1,20,0,0,72,301-KILL,/blog/9-best-ai-email-outreach-tools,Brand-centric slug. 301 to email outreach spoke.,,
TRIAGED,overloop-vs-reply,Overloop vs Reply in 2026: which wins outbound?,https://overloop.com/blog/overloop-vs-reply,overloop,Wed Mar 18 2026,jazmin-villarino,,0,505,0,6.6,8,40,1,4,28,0,0,73,301-KILL,/blog/apollo-alternatives,Zero traction. Nobody searches 'overloop vs Reply'. 301 to alternatives page.,,
TRIAGED,overloop-reshapes-outbound-workflows-with-a-simpler-more-flexible-platform-update,Overloop's New Outbound Workflow Platform,https://overloop.com/blog/overloop-reshapes-outbound-workflows-with-a-simpler-more-flexible-platform-update,overloop,Mon Sep 22 2025,vincenzo-ruggiero,,0,448,0,6.3,8,4,1,1,5,0,0,11,301-KILL,/blog,Product update. No SEO value. 301 → blog index.,,
TRIAGED,unique-selling-proposition,How to write a unique selling proposition in 2026,https://overloop.com/blog/unique-selling-proposition,customers,Mon Mar 02 2026,jazmin-villarino,,0,401,0,4.4,8,6,0,1,17,0,0,24,301-KILL,/blog,Good keyword (vol 300) but generic business concept. Not Overloop's lane. 301 to blog index.,,
TRIAGED,manage-sales-pipeline,How to Manage Your Sales Pipeline [Guide],https://overloop.com/blog/manage-sales-pipeline,sales,Tue Jun 11 2019,forster-perelsztejn,,0,393,0,29.6,0,0,0,0,0,0,0,0,301-KILL,/blog,Not core product. 301 to blog.,,
TRIAGED,cold-email-software,9 Best Cold Email Tools for B2B Sales (2025),https://overloop.com/blog/cold-email-software,,Tue Dec 16 2025,,,1,387,0.26,9.4,3,11,1,2,3,0,0,17,301-KILL,/blog/9-best-ai-email-outreach-tools,Good slug keyword (vol 300) but ZERO traction. Cannibalizes email spoke. 301 there.,,
TRIAGED,ultimate-cold-email-checklist,The Ultimate Cold Email Checklist For 2018,https://overloop.com/blog/ultimate-cold-email-checklist,sales,Mon Dec 25 2017,forster-perelsztejn,,1,387,0.26,17.9,0,0,0,0,0,0,0,0,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Consolidate into cold email strategy page.,,
TRIAGED,best-cold-email-software,Best Cold Email Software: 9 Tools (2025),https://overloop.com/blog/best-cold-email-software,,Fri Dec 12 2025,,,0,378,0,19.6,4,36,1,1,1,0,0,39,301-KILL,/blog/9-best-ai-email-outreach-tools,Duplicate of cold-email-software. 301 to email spoke.,,
TRIAGED,linkedin-outreach,LinkedIn Outreach That Gets Replies (Guide),https://overloop.com/blog/linkedin-outreach,sales,Thu Mar 05 2026,jazmin-villarino,,1,377,0.27,6.1,4,74,0,2,25,0,0,101,301-KILL,/blog/8-best-ai-linkedin-outreach-tools,Good slug (vol 300) but zero traction. Cannibalizes LinkedIn spoke. 301 there.,,
TRIAGED,apollo-vs-lemlist-which-prospecting-tool-wins-for-b2b-sales-teams-95e78,Apollo vs Lemlist: Best B2B Sales Tool?,https://overloop.com/blog/apollo-vs-lemlist-which-prospecting-tool-wins-for-b2b-sales-teams-95e78,,Thu Dec 11 2025,,,0,283,0,7.9,0,0,0,0,0,0,0,0,301-KILL,/blog/apollo-alternatives,Ugly slug with hash. 301 to apollo-alternatives which covers this comparison.,,
TRIAGED,overloop-vs-saleshandy,Overloop vs Saleshandy: which wins in 2026?,https://overloop.com/blog/overloop-vs-saleshandy,overloop,Thu Mar 26 2026,jazmin-villarino,,0,235,0,7.1,7,26,2,2,14,0,0,44,301-KILL,/blog/apollo-alternatives,Zero traction. Nobody searches 'overloop vs Saleshandy'. 301 to alternatives page.,,
TRIAGED,calendly-integration,Overloop ❤️ Calendly,https://overloop.com/blog/calendly-integration,overloop,Sun Mar 27 2022,vincenzo-ruggiero,,1,100,1.0,11.5,0,0,0,0,0,0,0,0,301-KILL,/blog,Product feature. No SEO value. 301 → blog index.,,
TRIAGED,3-sales-kpi,3 Sales Metrics You Just Can't Overlook,https://overloop.com/blog/3-sales-kpi,sales,Mon Oct 02 2017,forster-perelsztejn,,0,73,0,13.4,2,0,2,2,0,0,0,4,301-KILL,/blog,Generic. 301 to blog.,,
TRIAGED,write-cold-email-make-hot,Cold Email Copywriting: 7 Tips for More Replies,https://overloop.com/blog/write-cold-email-make-hot,sales,Fri May 16 2025,forster-perelsztejn,,0,67,0,8.3,0,0,0,0,0,0,0,0,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Consolidate.,,
TRIAGED,overloop-vs-hubspot,Overloop vs HubSpot: Best Fit for Sales?,https://overloop.com/blog/overloop-vs-hubspot,sales,Tue Mar 10 2026,jazmin-villarino,,0,66,0,9.2,2,6,1,1,4,0,0,12,301-KILL,/blog/apollo-alternatives,Zero traction. Nobody searches 'overloop vs HubSpot'. 301 to alternatives page.,,
TRIAGED,5-deadly-email-prospecting-mistakes,5 Deadly Email Prospecting Mistakes You're Probably Making,https://overloop.com/blog/5-deadly-email-prospecting-mistakes,sales,Sun Sep 24 2017,forster-perelsztejn,,0,63,0,6.0,5,1,1,1,1,0,0,4,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Consolidate.,,
TRIAGED,6-cold-email-rules,6 Cold Email Rules From 10M+ Emails Sent,https://overloop.com/blog/6-cold-email-rules,sales,Thu Nov 07 2019,forster-perelsztejn,,0,56,0,8.7,0,0,0,0,0,0,0,0,301-KILL,/blog/5-main-steps-for-an-effective-cold-email-marketing-strategy,Consolidate into cold email strategy page.,,
TRIAGED,multiple-events,Multiple Events Tracking,https://overloop.com/blog/multiple-events,sales,Mon May 04 2020,,,0,22,0,6.8,3,1,2,2,0,0,0,5,301-KILL,/blog,Product feature. No SEO value. 301 → blog index.,,
TRIAGED,team-retreat-important,Why Team Retreats Matter More Than You Think,https://overloop.com/blog/team-retreat-important,overloop,Mon Jul 24 2017,forster-perelsztejn,,0,12,0,5.7,3,1,0,1,0,0,0,2,301-KILL,/blog,OFF-TOPIC. Team culture. 301 to blog index.,,
TRIAGED,how-to-write-good-emails,How to Write Good Emails,https://overloop.com/blog/how-to-write-good-emails,sales,Wed Jul 08 2020,alexandra-tallon,,0,3,0,5.3,4,2,0,1,0,0,0,3,301-KILL,/blog/whats-the-best-email-length-for-sales-outreach,Too generic. KD 40. 301 to email length page (Zendesk backlinks).,,
TRIAGED,Heyreach-Review,The Ultimate Guide to HeyReach: Mastering LinkedIn Automation for Modern Sales Teams,https://overloop.com/blog/Heyreach-Review,,Thu Dec 11 2025,,,0,0,0,,0,0,0,0,0,0,0,0,301-KILL,/blog/8-best-ai-linkedin-outreach-tools,Uppercase URL (bad). Heyreach covered in LinkedIn spoke. 301 there.,,
DONE,get-email-from-linkedin-profile,Get Emails From LinkedIn Profiles (Free Tool),https://overloop.com/blog/get-email-from-linkedin-profile,sales,Tue Mar 19 2024,vincenzo-ruggiero,YES,225,62283,0.36,11.6,22,83,3,2,6,0,0,94,REWRITE,KEEP URL,"60 clicks/3m, explosive growth. Core Overloop use case. Add step-by-step with Overloop screenshots.",,
DONE,whats-the-best-email-length-for-sales-outreach,Ideal Cold Email Length in 2025 (With Data),https://overloop.com/blog/whats-the-best-email-length-for-sales-outreach,sales,Sun Jul 26 2020,vincenzo-ruggiero,YES,33,37005,0.09,7.6,30,1012,3,3,31,0,0,1049,REWRITE,KEEP URL,"ZENDESK BACKLINKS: 10+ Zendesk pages DR93, Beehiiv DR91, Instantly DR78. Update with 2026 data from Overloop sends.",,
DONE,apollo-alternatives,13 Best Apollo Alternatives for Sales (2025),https://overloop.com/blog/apollo-alternatives,,Tue Dec 16 2025,,YES,18,16902,0.11,9.2,11,95,1,1,9,0,0,106,REWRITE,KEEP URL,"7.7K impressions, pos 9.8. Almost page 1. Competitor comparison = high purchase intent.",,
DONE,500-trigger-words,500+ Trigger Words to Supercharge Your Copy,https://overloop.com/blog/500-trigger-words,sales,Mon Oct 23 2017,forster-perelsztejn,YES,145,14434,1.0,5.2,92,9,0,2,1,0,0,12,REWRITE,KEEP URL,"REFRAME for cold email: 'Cold Email Power Words: 500+ Words That Get Replies in Outbound'. Keep keyword match, fix topical alignment. Vol 1800, KD 3, pos 6.",,
DONE,8-best-ai-linkedin-outreach-tools,8 Best AI LinkedIn Outreach Tools,https://overloop.com/blog/8-best-ai-linkedin-outreach-tools,sales,Fri Mar 01 2024,,YES,35,14281,0.25,18.3,10,71,1,1,26,0,0,99,REWRITE,KEEP URL,SPOKE 2: LinkedIn. 4.6K impressions. Different enough channel to stay standalone.,,
DONE,11-best-ai-bdr-tools,11 Best AI BDR Tools,https://overloop.com/blog/11-best-ai-bdr-tools,ai,Fri Mar 08 2024,,YES,61,10561,0.58,9.3,9,35,1,4,14,0,0,54,REWRITE,KEEP URL,"SPOKE 3: AI BDR. KD 2, already pos 2.4 for 'ai bdr tools' in GSC. Absorb content from ai-agent-tools + ai-sales-assistant. Genuine testing, screenshots, honest comparison.",,
DONE,cold-email-illegal,Is Cold Email Illegal?,https://overloop.com/blog/cold-email-illegal,sales,Wed Jan 03 2024,forster-perelsztejn,YES,21,5417,0.39,11.3,18,119,3,1,3,0,0,126,REWRITE,KEEP URL,"GitHub DR97, SEMrush DR92, IndieHackers DR80. Rewrite as country-by-country legal guide (US CAN-SPAM, EU GDPR, UK). Evergreen topic.",,
DONE,455-email-spam-trigger-words-avoid-2018,455 Spam Trigger Words to Avoid in 2021,https://overloop.com/blog/455-email-spam-trigger-words-avoid-2018,sales,Thu Oct 14 2021,forster-perelsztejn,YES,1,4767,0.02,28.3,39,18,0,1,0,0,0,19,REWRITE,KEEP URL — do NOT change slug,"BACKLINK TREASURE: GoDaddy DR93, Etsy DR94, CampaignMonitor DR90, Kajabi DR86. Keep URL for backlinks. Rewrite title: 'Email Spam Trigger Words to Avoid (2026 Updated List)'. Content = fresh, URL = un",,
DONE,cold-emailing-link-building,Cold Email for Link Building [Case Study],https://overloop.com/blog/cold-emailing-link-building,sales,Tue Jun 26 2018,gabka-ko-ov,YES,9,2963,0.3,21.0,8,23,2,1,1,0,0,27,REWRITE,KEEP URL,12.4K impressions in 2025 GSC. Shoptet DR91 backlink. Rewrite with real outreach case study using Overloop.,,
DONE,la-growth-machine-review,La Growth Machine Review (2025 Verdict),https://overloop.com/blog/la-growth-machine-review,,Fri Dec 12 2025,,YES,4,821,0.49,6.4,4,47,1,1,29,0,0,78,REWRITE,KEEP URL,"Vol 500, KD 6, pos 14. Same honest review approach. First-person experience: 'We tested LGM for 30 days.'",,
DONE,linkedin-helper-review,LinkedIn Helper Review & Alternatives (2025),https://overloop.com/blog/linkedin-helper-review,,Fri Dec 12 2025,,YES,3,752,0.4,5.5,3,22,1,1,0,0,0,24,REWRITE,KEEP URL,"Vol 500, KD 5, pos 12. Add disclosure: 'We're Overloop, a competitor.' Honest pros/cons with real screenshots. E-E-A-T compliant.",,
DONE,cold-email-stats-2018,4 Cold Email Stats From 3M+ Emails Sent,https://overloop.com/blog/cold-email-stats-2018,overloop,Wed Jan 03 2018,forster-perelsztejn,YES,1,39,2.56,19.2,0,0,0,0,0,0,0,0,REWRITE,KEEP URL — do NOT change slug,"GoDaddy DR93, OptinMonster DR88, SingleGrain DR79. Keep URL for backlinks. Title: 'Cold Email Statistics (2026): Open Rates, Reply Rates & Benchmarks'. Fresh data from Overloop.",,
DONE,how-to-find-someone-email-address-efficiently,How to find someone's email address efficiently,https://overloop.com/blog/how-to-find-someone-email-address-efficiently,sales,Tue Apr 19 2022,vincenzo-ruggiero,YES,0,1,0,1,9,20,0,1,4,0,0,25,REWRITE,KEEP URL,"#1 priority. 98K impressions, 2221 keywords, #1 for 'find someone's email address'. Rewrite as definitive guide. E-E-A-T: author bio, Overloop data, screenshots.",,
DONE,best-ai-sales-tools,9 Best AI Sales Tools,https://overloop.com/blog/best-ai-sales-tools,sales,Thu Aug 29 2024,vincenzo-ruggiero,YES,0,3850,0,15.7,12,20,1,1,1,0,0,23,301-KILL,/blog/best-ai-sales-tools,"Old URL if it exists. 301 to the new hub. If this IS the hub URL, skip this redirect.",,
